scheme_code,fund_name,fund_type,nav,nav_change_pct
147287,HSBC Overnight Fund - Direct Growth,Debt,1398.7422,0.0
147300,HSBC Overnight Fund - Direct Monthly IDCW,Debt,1000.9798,0.0
147296,HSBC Overnight Fund - Direct Weekly IDCW,Debt,1000.015,0.0
147289,HSBC Overnight Fund - Regular Daily IDCW,Debt,1000.0149,0.0
147290,HSBC Overnight Fund - Regular Growth,Debt,1387.0145,0.0
147301,HSBC Overnight Fund - Regular Monthly IDCW,Debt,1000.9633,0.0
147288,HSBC Overnight Fund - Regular Weekly IDCW,Debt,1000.0404,0.0
150501,HSBC Overnight Fund - Unclaimed IDCW Above three years,Debt,1000.0,0.0
150499,HSBC Overnight Fund - Unclaimed IDCW Below three years,Debt,1241.3726,0.0
150500,HSBC Overnight Fund - Unclaimed Redemption above three years,Debt,1000.0,0.0
150502,HSBC Overnight Fund - Unclaimed Redemption Below three years,Debt,1241.3918,0.0
145546,ICICI Prudential Overnight Fund - Annual IDCW,Debt,1032.7746,0.0
145547,ICICI Prudential Overnight Fund - Daily IDCW,Debt,1000.005,0.0
145550,ICICI Prudential Overnight Fund - Direct Plan - Annual IDCW,Debt,1033.5731,0.0
145537,ICICI Prudential Overnight Fund - Direct Plan - Daily IDCW,Debt,1000.005,0.0
145541,ICICI Prudential Overnight Fund - Direct Plan - Fortnightly IDCW,Debt,1000.1497,0.0
145536,ICICI Prudential Overnight Fund - Direct Plan - Growth,Debt,1440.2946,0.0
145545,ICICI Prudential Overnight Fund - Direct Plan - Half Yearly IDCW,Debt,1015.7798,0.0
145542,ICICI Prudential Overnight Fund - Direct Plan - Monthly IDCW,Debt,1002.3996,0.0
145544,ICICI Prudential Overnight Fund - Direct Plan - Quarterly IDCW,Debt,1005.9571,0.0
149411,ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Stable Scheme,Debt,1000.0,0.0
149408,ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Transitory Scheme,Debt,1270.7935,0.0
149409,ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Stable Scheme,Debt,1000.0,0.0
149410,ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Transitory Scheme,Debt,1270.8092,0.0
145539,ICICI Prudential Overnight Fund - Direct Plan - Weekly IDCW,Debt,1000.1325,0.0
145540,ICICI Prudential Overnight Fund - Fortnightly IDCW,Debt,1000.1472,0.0
145535,ICICI Prudential Overnight Fund - Growth,Debt,1431.65,0.0
145549,ICICI Prudential Overnight Fund - Half Yearly IDCW,Debt,1015.4753,0.0
145548,ICICI Prudential Overnight Fund - Monthly IDCW,Debt,1002.3577,0.0
145543,ICICI Prudential Overnight Fund - Quarterly IDCW,Debt,1004.0152,0.0
145538,ICICI Prudential Overnight Fund - Weekly IDCW,Debt,1000.1309,0.0
147884,Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment),Debt,1000.5303,0.0
147883,Invesco India Overnight Fund - Direct Plan - Growth,Debt,1350.4439,0.0
147886,Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),Debt,1000.733,0.0
147885,Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment),Debt,1001.7173,0.0
147880,Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment),Debt,1000.1395,0.0
147878,Invesco India Overnight Fund - Regular Plan - Growth,Debt,1345.8061,0.0
147879,Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),Debt,1001.0482,0.0
147881,Invesco India Overnight Fund - Regular Plan - Weekly IDCW (Reinvestment),Debt,1000.3566,0.0
147707,ITI Overnight Fund - Direct Plan - Annual IDCW Option,Debt,1002.104,0.0
147708,ITI Overnight Fund - Direct Plan - Daily IDCW Option,Debt,1001.0006,0.0
147710,ITI Overnight Fund - Direct Plan - Fortnightly IDCW Option,Debt,1002.104,0.0
147713,ITI Overnight Fund - Direct Plan - Growth Option,Debt,1353.4796,0.0
147717,ITI Overnight Fund - Direct Plan - Monthly IDCW Option,Debt,1002.0461,0.0
147711,ITI Overnight Fund - Direct Plan - Weekly IDCW option,Debt,1000.9998,0.0
147715,ITI Overnight Fund - Regular Plan - Annual IDCW Option,Debt,1002.04,0.0
147709,ITI Overnight Fund - Regular Plan - Daily IDCW Option,Debt,1000.9999,0.0
147716,ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option,Debt,1002.0761,0.0
147714,ITI Overnight Fund - Regular Plan - Growth Option,Debt,1344.8852,0.0
147718,ITI Overnight Fund - Regular Plan - Monthly IDCW Option,Debt,1001.0714,0.0
147712,ITI Overnight Fund - Regular Plan - Weekly IDCW Option,Debt,1001.0013,0.0
153650,JioBlackRock Overnight Fund - Direct Plan - Growth Option,Debt,1032.0317,0.0
154070,JioBlackRock Overnight Fund - Unclaimed Redemption - Upto 3 years - Growth Option,Debt,1009.1496,0.0
147838,JM Overnight Fund (Direct) - Daily IDCW,Debt,1000.0,0.0
147835,JM Overnight Fund (Direct) - Weekly IDCW,Debt,1000.0,0.0
147839,JM Overnight Fund (Regular) - Daily IDCW,Debt,1000.0,0.0
147836,JM Overnight Fund (Regular) - Growth,Debt,1349.3728,0.0
147834,JM Overnight Fund (Regular) - Weekly IDCW,Debt,1000.0,0.0
147837,JM Overnight Fund - (Direct) - Growth,Debt,1355.1984,0.0
149828,JM Overnight Fund - (Direct) - Unclaimed IDCW - Growth Plan,Debt,1361.5187,0.0
149827,JM Overnight Fund - (Direct) - Unclaimed IDCW I.E.F. - Growth Plan,Debt,1073.9936,0.0
149829,JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan,Debt,1355.2179,0.0
149826,JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan,Debt,1073.9936,0.0
146141,Kotak Overnight Fund -Direct Plan-Growth Option,Debt,1425.9679,0.0
146142,Kotak Overnight Fund -Regular plan-Growth Option,Debt,1416.8527,0.0
146140,Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,Debt,1003.6055,0.0
146138,Kotak Overnight Fund-Regular Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,Debt,1004.7568,0.0
147516,LIC MF Overnight Fund-Direct Plan-Daily IDCW,Debt,1097.056,0.0
147515,LIC MF Overnight Fund-Direct Plan-Growth,Debt,1385.5522,0.0
147513,LIC MF Overnight Fund-Direct Plan-IDCW,Debt,1385.7045,0.0
147514,LIC MF Overnight Fund-Direct Plan-Weekly IDCW,Debt,1080.2831,0.0
147517,LIC MF Overnight Fund-Regular Plan-Daily IDCW,Debt,1095.2187,0.0
147519,LIC MF Overnight Fund-Regular Plan-Growth,Debt,1374.307,0.0
147512,LIC MF Overnight Fund-Regular Plan-IDCW,Debt,1215.6749,0.0
147518,LIC MF Overnight Fund-Regular Plan-Weekly IDCW,Debt,1180.4366,0.0
147563,Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW,Debt,1386.9842,0.0
147564,Mahindra Manulife Overnight Fund - Direct Plan -Growth,Debt,1383.5813,0.0
147566,Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW,Debt,1218.9422,0.0
147565,Mahindra Manulife Overnight Fund - Regular Plan - Growth,Debt,1374.4622,0.0
149471,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years,Debt,1000.0,0.0
149470,Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years,Debt,1268.7979,0.0
147737,Mirae Asset Overnight Fund Direct Daily IDCW,Debt,1000.0121,0.0
147738,Mirae Asset Overnight Fund Direct Monthly IDCW,Debt,1000.9842,0.0
147736,Mirae Asset Overnight Fund Direct Plan Growth,Debt,1370.8352,0.0
147740,Mirae Asset Overnight Fund Direct Weekly IDCW,Debt,1000.847,0.0
147743,Mirae Asset Overnight Fund Regular Daily  IDCW ,Debt,1000.0095,0.0
147742,Mirae Asset Overnight Fund Regular Monthly IDCW,Debt,1000.9782,0.0
147739,Mirae Asset Overnight Fund Regular Plan Growth,Debt,1362.9523,0.0
147741,Mirae Asset Overnight Fund Regular Weekly IDCW,Debt,1000.8293,0.0
145830,NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option,Debt,100.005,0.0
145812,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option,Debt,100.005,0.0
145810,Nippon India Overnight Fund - Direct Plan - Growth Option,Debt,143.5803,0.0
145824,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,Debt,100.2188,0.0
145825,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,Debt,100.9507,0.0
145823,NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option,Debt,100.0599,0.0
145827,NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,Debt,100.2084,0.0
145833,NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,Debt,100.9379,0.0
145811,Nippon India Overnight Fund - Regular Plan - Growth Option,Debt,142.638,0.0
145826,NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option,Debt,100.0591,0.0
150369,NJ Overnight Fund - Direct Plan - Growth Option,Debt,1237.1127,0.0
150368,NJ Overnight Fund - Regular Plan - Growth Option,Debt,1232.7463,0.0
152116,NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years,Debt,1074.7736,0.0
147605,PGIM India Overnight Fund - Direct Plan - Daily Dividend Option,Debt,1000.0086,0.0
147606,PGIM India Overnight Fund - Direct Plan - Growth Option,Debt,1378.6265,0.0
147608,PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,Debt,1000.8359,0.0
147609,PGIM India Overnight Fund - Regular Plan - Daily Dividend Option,Debt,1000.0,0.0
147607,PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,Debt,1007.6577,0.0
147600,PGIM India Overnight Fund - Regular Plan- Growth Option,Debt,1372.5808,0.0
151190,quant Overnight Fund - Growth Option - Direct Plan,Debt,12.2221,0.0
151195,quant Overnight Fund - Growth Option - Regular Plan,Debt,12.1822,0.0
151193,quant Overnight Fund - IDCW Option - Direct Plan,Debt,12.2263,0.0
151191,quant Overnight Fund - IDCW Option - Regular Plan,Debt,12.1701,0.0
154083,quant Overnight Fund - Unclaimed IDCW Greater than 3 years,Debt,10.0,0.0
154086,quant Overnight Fund - Unclaimed IDCW Less than 3 years,Debt,10.0703,0.0
154085,quant Overnight Fund - Unclaimed Redemption Greater than 3 years,Debt,10.0,0.0
154084,quant Overnight Fund - Unclaimed Redemption Less than 3 years,Debt,10.0671,0.0
150631,Samco Overnight Fund - Direct Plan - Growth Option,Debt,1221.4223,0.0
150632,Samco Overnight Fund - Regular Plan - Growth Option,Debt,1212.6951,0.0
153021,Samco Overnight Fund - Unclaimed Redemption Upto 3 years,Debt,1068.6425,0.0
119831,SBI Overnight Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Debt,1349.0834,0.0
119833,SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH,Debt,4346.4423,0.0
119832,SBI Overnight Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Debt,1377.6064,0.0
114297,SBI Overnight Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),Debt,1343.1865,0.0
101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,Debt,4288.6228,0.0
103140,SBI Overnight Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),Debt,1371.4857,0.0
150562,Shriram Overnight Fund -  Direct Growth,Debt,12.3416,0.0
150566,Shriram Overnight Fund -  Regular Fortnightly IDCW,Debt,10.0049,0.0
150561,Shriram Overnight Fund - Direct Daily IDCW,Debt,10.0001,0.0
150564,Shriram Overnight Fund - Direct Fortnightly IDCW,Debt,10.0046,0.0
150567,Shriram Overnight Fund - Direct Monthly IDCW,Debt,10.025,0.0
150558,Shriram Overnight Fund - Regular Daily IDCW,Debt,10.0001,0.0
150565,Shriram Overnight Fund - Regular Growth,Debt,12.3064,0.0
150560,Shriram Overnight Fund - Regular Monthly IDCW,Debt,10.0251,0.0
150559,Shriram Overnight Fund - Regular Weekly IDCW,Debt,10.0035,0.0
146964,Sundaram Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt,1000.03,0.0
146956,Sundaram Overnight Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt,1067.4522,0.0
146963,Sundaram Overnight Fund Direct Plan - Growth,Debt,1419.8272,0.0
146962,Sundaram Overnight Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),Debt,1026.1717,0.0
146957,Sundaram Overnight Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt,1026.1717,0.0
146955,Sundaram Overnight Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt,1049.5696,0.0
146953,Sundaram Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt,1000.03,0.0
146958,Sundaram Overnight Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt,1068.8381,0.0
146959,Sundaram Overnight Fund Regular Plan - Growth,Debt,1410.2637,0.0
146960,Sundaram Overnight Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW),Debt,1021.4939,0.0
146961,Sundaram Overnight Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Debt,1021.4939,0.0
146954,Sundaram Overnight Fund Regular Plan - Weekly Payout of Income Distribution cum Capital Withdrawal (IDCW),Debt,1048.3636,0.0
146978,TATA Overnight Fund Direct Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option   ,Debt,1000.0009,0.0
146979,TATA Overnight Fund Regular Plan - Daily Reinvestment of Income Distribution cum capital withdrawal option   ,Debt,1000.0009,0.0
146980,Tata Overnight Fund-Direct Plan-Growth,Debt,1410.867,0.0
146977,Tata Overnight Fund-Regular Plan-Growth,Debt,1400.0004,0.0
149796,TRUST MF OVERNIGHT FUND-DIRECT PLAN-DAILY IDCW REINVESTMENT,Debt,1238.1194,0.0
149797,TRUST MF OVERNIGHT FUND-DIRECT PLAN-GROWTH,Debt,1264.3479,0.0
149798,TRUST MF OVERNIGHT FUND-REGULAR PLAN-DAILY IDCW REINVESTMENT,Debt,1237.4182,0.0
149795,TRUST MF OVERNIGHT FUND-REGULAR-GROWTH,Debt,1261.811,0.0
147002,Union Overnight Fund - Direct Plan - Daily IDCW Option,Debt,1000.8007,0.0
147003,Union Overnight Fund - Direct Plan - Growth Option,Debt,1406.9015,0.0
147006,Union Overnight Fund - Direct Plan - Monthly IDCW Option,Debt,1001.5963,0.0
146998,Union Overnight Fund - Regular Plan - Daily IDCW Option,Debt,1001.2621,0.0
146997,Union Overnight Fund - Regular Plan - Growth Option,Debt,1397.3978,0.0
147000,Union Overnight Fund - Regular Plan - Monthly IDCW Option,Debt,1001.5701,0.0
149451,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Beyond 3 years,Debt,1000.0,0.0
149452,Union Overnight Fund - Unclaimed Amounts Plan - IDCW Upto 3 years,Debt,1267.5866,0.0
149453,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Beyond 3 years,Debt,1000.0,0.0
149454,Union Overnight Fund - Unclaimed Amounts Plan - Redemption Upto 3 years,Debt,1267.6673,0.0
100814,UTI - Overnight  Fund - Regular Plan - Growth Option,Debt,3618.305,0.0
120785,UTI - Overnight Fund - Direct Plan - Growth Option,Debt,3658.6396,0.0
124266,UTI Overnight Fund - Direct Plan - Daily IDCW,Debt,1371.6621,0.0
120786,UTI Overnight Fund - Direct Plan - Periodic IDCW,Debt,1920.1049,0.0
124265,UTI Overnight Fund - Regular Plan - Daily IDCW,Debt,1370.8617,0.0
100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,Debt,1864.0249,0.0
153436,Zerodha Overnight Fund - Direct Plan - Growth Option,Debt,10.4634,0.0
119496,Aditya Birla Sun Life Short Term Fund - DIRECT - IDCW,Other,10.7195,0.0
119498,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,Other,53.2949,0.0
101844,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,Other,49.0726,0.0
101843,Aditya Birla Sun Life Short Term Fund - REGULAR - IDCW,Other,14.6604,0.0
112356,Aditya Birla Sun Life Short Term Fund - REGULAR - Quarterly IDCW,Other,10.3948,0.0
119497,Aditya Birla Sun Life Short Term Fund-Quarterly-IDCW-Direct,Other,10.8785,0.0
120510,Axis Short Duration Fund - Direct Plan - Growth Option,Debt,34.9471,0.0
120511,Axis Short Duration Fund - Direct Plan - Monthly IDCW,Debt,10.0268,0.0
133894,Axis Short Duration Fund - Direct Plan - Regular IDCW,Debt,21.3807,0.0
120512,Axis Short Duration Fund - Direct Plan - Weekly IDCW,Debt,10.2556,0.0
128950,Axis Short Duration Fund - Regular Plan - Bonus Option,Debt,22.3737,0.0
112354,Axis Short Duration Fund - Regular Plan - Growth Option,Debt,31.9335,0.0
112355,Axis Short Duration Fund - Regular Plan - Monthly IDCW,Debt,10.0467,0.0
133895,Axis Short Duration Fund - Regular Plan - Regular IDCW,Debt,21.3629,0.0
112369,Axis Short Duration Fund - Regular Plan - Weekly IDCW,Debt,10.4042,0.0
112721,Axis Short Duration Fund - Retail Plan - Growth Option,Debt,31.5642,0.0
112723,Axis Short Duration Fund - Retail Plan - Monthly IDCW,Debt,10.0246,0.0
112722,Axis Short Duration Fund - Retail Plan - Weekly IDCW,Debt,10.2344,0.0
143369,Bandhan Short Duration Fund - Direct Plan - Annual IDCW,Debt,11.4294,0.0
118405,Bandhan Short Duration Fund - Direct Plan - Fortnightly IDCW,Debt,10.3875,0.0
118407,Bandhan Short Duration Fund - Direct Plan - Growth,Debt,63.1701,0.0
118406,Bandhan Short Duration Fund - Direct Plan - Monthly IDCW,Debt,10.3864,0.0
131382,Bandhan Short Duration Fund - Direct Plan - Periodic IDCW,Debt,22.8026,0.0
143367,Bandhan Short Duration Fund - Direct Plan - Quarterly IDCW,Debt,10.7024,0.0
108716,Bandhan Short Duration Fund - Plan B - Fortnightly Dividend,Debt,14.25207048,0.0
108714,Bandhan Short Duration Fund - Plan C  - Fortnightly Dividend,Debt,11.21885202,0.0
108717,Bandhan Short Duration Fund - Plan C  - Growth,Debt,18.70210837,0.0
108718,Bandhan Short Duration Fund - Plan C  - Monthly Dividend,Debt,14.74155325,0.0
108719,Bandhan Short Duration Fund - Plan D - Growth,Debt,22.16392015,0.0
108720,Bandhan Short Duration Fund - Plan D - Monthly Dividend,Debt,17.71169997,0.0
108715,Bandhan Short Duration Fund - Plan D- Fortnightly Dividend,Debt,12.03375677,0.0
143368,Bandhan Short Duration Fund - Regular Plan - Annual IDCW,Debt,11.1675,0.0
108713,Bandhan Short Duration Fund - Regular Plan - Fortnightly IDCW,Debt,10.4302,0.0
131383,Bandhan Short Duration Fund - Regular Plan - Periodic IDCW,Debt,21.8286,0.0
143366,Bandhan Short Duration Fund - Regular Plan - Quarterly IDCW,Debt,10.7727,0.0
119382,BANK OF INDIA Short Term Income Fund-Direct Plan- Growth,Debt,30.0117,0.0
119383,BANK OF INDIA Short Term Income Fund-Direct Plan- Monthly IDCW,Debt,14.5916,0.0
119384,BANK OF INDIA Short Term Income Fund-Direct Plan- Quarterly IDCW,Debt,13.8359,0.0
111585,BANK OF INDIA Short Term Income Fund-Regular Plan- Growth,Debt,27.5164,0.0
111589,BANK OF INDIA Short Term Income Fund-Regular Plan- Monthly IDCW,Debt,14.1201,0.0
111590,BANK OF INDIA Short Term Income Fund-Regular Plan- Quarterly IDCW,Debt,13.9148,0.0
119400,Baroda BNP Paribas Short Duration Fund - Direct Plan - Growth Option,Debt,32.7581,0.0
119399,Baroda BNP Paribas Short Duration Fund - Direct Plan - Monthly IDCW Option,Debt,10.4431,0.0
140463,Baroda BNP Paribas Short Duration Fund - Direct Plan - Quarterly IDCW,Debt,11.2058,0.0
113036,Baroda BNP Paribas Short Duration Fund - Regular Plan - Growth Option,Debt,30.0676,0.0
113037,Baroda BNP Paribas Short Duration Fund - Regular Plan - Monthly IDCW Option,Debt,10.1896,0.0
140465,Baroda BNP Paribas Short Duration Fund - Regular Plan - Quarterly IDCW,Debt,10.6213,0.0
118320,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - GROWTH OPTION,Debt,28.5697,0.0
118321,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Debt,18.26,0.0
118322,CANARA ROBECO SHORT DURATION FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),Debt,17.195,0.0
115077,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - GROWTH OPTION,Debt,26.0909,0.0
115078,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Debt,15.7124,0.0
115079,CANARA ROBECO SHORT DURATION FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),Debt,15.4084,0.0
119226,DSP Short Term Fund - Direct Plan - Growth,Other,52.2332,0.0
119222,DSP Short Term Fund - Direct Plan - IDCW,Other,12.6325,0.0
119224,DSP Short Term Fund - Direct Plan - IDCW - Monthly,Other,11.7205,0.0
119223,DSP Short Term Fund - Direct Plan - IDCW - Weekly,Other,10.2041,0.0
101306,DSP Short Term Fund - IDCW - Monthly,Other,11.6203,0.0
101304,DSP Short Term Fund - Regular Plan - Growth,Other,47.8933,0.0
101305,DSP Short Term Fund - Regular Plan - IDCW,Other,12.6142,0.0
101303,DSP Short Term Fund - Regular Plan - Regular Plan - IDCW - Weekly,Other,10.1985,0.0
148313,Franklin India Short Tem Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Retail Plan Growth Option,Debt,0.0,
118567,Franklin India Short Term Income Plan -  Retail Plan - Direct - Monthly - IDCW,Debt,4281.414,0.0
118566,Franklin India Short Term Income Plan -  Retail Plan - Direct - Quarterly - IDCW,Debt,4460.0426,0.0
118568,Franklin India Short Term Income Plan -  Retail Plan - Direct - Weekly - IDCW,Debt,3622.9808,0.0
101236,Franklin India Short Term Income Plan -  Retail Plan - Monthly - IDCW,Debt,4197.152,0.0
101238,Franklin India Short Term Income Plan -  Retail Plan - Quarterly - IDCW,Debt,4366.3354,0.0
101242,Franklin India Short Term Income Plan -  Retail Plan - Weekly - IDCW,Debt,3801.5971,0.0
118565,Franklin India SHORT TERM INCOME PLAN - Direct - GROWTH,Debt,15097.536,0.0
148314,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Institutional Plan Growth Option,Debt,0.0,
148318,Franklin India Short Term Income Plan - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Retail Plan Growth Option,Debt,0.0,
148013,Franklin India Short term Income Plan- Institutional Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,Debt,0.0,
148015,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct-Growth Option,Debt,0.0,
148010,Franklin India Short term Income Plan- Retail Plan- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Option,Debt,0.0,
148004,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Monthly Dividend Option,Debt,0.0,
148009,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Quarterly Dividend Option,Debt,0.0,
148003,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Monthly Dividend Option,Debt,0.0,
148007,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Quarterly Dividend Option,Debt,0.0,
148017,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Monthly - IDCW,Debt,0.0,
148018,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Quarterly - IDCW,Debt,0.0,
148016,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct Weekly - IDCW,Debt,0.0,
148011,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Monthly - IDCW,Debt,0.0,
148012,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Quarterly - IDCW,Debt,0.0,
148014,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Weekly - IDCW,Debt,0.0,
148312,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Monthly - IDCW,Debt,0.0,
148311,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Quarterly - IDCW,Debt,0.0,
148319,Franklin India Short Term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Monthly - IDCW,Debt,0.0,
148317,Franklin India Short term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Quarterly - IDCW,Debt,0.0,
148008,Franklin India Short term Income Plan-Institutional Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,Debt,0.0,
148002,Franklin India Short-term Income Plan- Retail Plan - Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct- Growth Option,Debt,0.0,
148001,Franklin India Short-Term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,Debt,0.0,
148005,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,Debt,0.0,
148315,Franklin India Short-term Income Plan- Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Weekly - IDCW,Debt,0.0,
101232,Franklin India Short-Term Income Plan-Growth,Debt,15041.2784,0.0
101244,Franklin India Short-Term Income Plan-Institutional Plan - Growth,Debt,12430.0,0.0
101246,Franklin India Short-Term Income Plan-Institutional Plan - Monthly Dividend,Debt,0.0,
148006,Franklin India Short-term Income Plan-Retail Plan- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option,Debt,0.0,
148316,Franklin India Short-term Income Plan-Retail Plan-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct Weekly - IDCW,Debt,0.0,
101237,Franklin India Short-Term Income Plan-Weekly Bonus,Debt,0.0,
123708,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund )- Regular Plan - Growth Option,Debt,2142.401,0.0
123704,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund) - Direct Plan - Growth Option,Debt,2469.6645,0.0
123706,Groww Short Duration Fund (formerly known as Indiabulls Short Term Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Debt,1020.8611,0.0
