scheme_code,fund_name,fund_type,nav,nav_change_pct
150706,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth,Debt,13.0446,0.0
150708,SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,13.0447,0.0
150707,SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth,Debt,12.9438,0.0
150709,SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,12.9447,0.0
150681,SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth,Debt,13.1134,0.0
150682,SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,13.1134,0.0
150683,SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth,Debt,13.0067,0.0
150680,SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,13.0071,0.0
150711,SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth,Other,12.8285,0.0
150713,SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,12.8342,0.0
150712,SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth,Other,12.754,0.0
150710,SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,12.7542,0.0
152908,SBI Nifty 500 Index Fund- Direct Plan- Growth,Equity,9.7362,0.0
152909,SBI Nifty 500 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal (IDCW),Debt,9.7362,0.0
152906,SBI Nifty 500 Index Fund- Regular Plan- Growth,Equity,9.6724,0.0
152907,SBI Nifty 500 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal (IDCW),Debt,9.6722,0.0
153251,SBI Nifty Bank Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option,Debt,11.9272,0.0
153250,SBI Nifty Bank Index Fund-Direct Plan- Growth,Equity,11.9844,0.0
153252,SBI Nifty Bank Index Fund-Direct Plan- Income Distribution Cum Capital Withdrawal Option,Debt,11.9844,0.0
153253,SBI Nifty Bank Index Fund-Regular Plan- Growth,Equity,11.9272,0.0
119827,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,Equity,239.0297,0.0
119826,SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,122.7743,0.0
102272,SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,Equity,227.6147,0.0
102273,SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,116.7791,0.0
153015,SBI Nifty India Consumption Index Fund- Direct Plan- Growth,Equity,10.1137,0.0
153014,SBI Nifty India Consumption Index Fund- Direct Plan- IDCW Payout,Equity,10.1137,0.0
153012,SBI Nifty India Consumption Index Fund- Regular Plan- Growth,Equity,10.0521,0.0
153013,SBI Nifty India Consumption Index Fund- Regular Plan- IDCW Payout,Equity,10.0521,0.0
153320,SBI Nifty IT Index Fund - Direct Plan - Growth,Equity,9.7138,0.0
153321,SBI Nifty IT Index Fund - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW),Debt,9.7139,0.0
153323,SBI Nifty IT Index Fund - Regular Plan - Growth,Equity,9.6696,0.0
153322,SBI Nifty IT Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),Debt,9.6696,0.0
150673,SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth,Equity,19.0112,0.0
150675,SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,19.0106,0.0
150672,SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth,Equity,18.6821,0.0
150674,SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,18.6824,0.0
148945,SBI Nifty Next 50 Index Fund - Direct Plan - Growth,Equity,19.0157,0.0
148946,SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,19.0146,0.0
148943,SBI Nifty Next 50 Index Fund - Regular Plan - Growth,Equity,18.5984,0.0
148944,SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,18.5986,0.0
150677,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Equity,17.3978,0.0
150678,SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,17.3974,0.0
150676,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Equity,17.0905,0.0
150679,SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Debt,17.091,0.0
153718,SBI Nifty100 Low Volatility 30 Index Fund- Direct Plan- Growth,Equity,10.4454,0.0
153716,SBI Nifty100 Low Volatility 30 Index Fund- Regular Plan- Growth,Equity,10.424,0.0
153717,SBI Nifty100 Low Volatility 30 Index Fund- Regular Plan- Income Cum Distribution Capital Withdrawal Option (IDCW),Debt,10.424,0.0
153719,SBI Nifty100 Low Volatility 30 Index Fund-Direct  Plan- Income Cum Distribution Capital Withdrawal Option (IDCW),Debt,10.4454,0.0
153662,SBI Nifty200 Momentum 30 Index Fund- Direct Plan- Growth,Equity,9.7137,0.0
153665,SBI Nifty200 Momentum 30 Index Fund- Direct Plan- Income Cum Distribution Capital Withdrawal Option (IDCW),Debt,9.7139,0.0
153663,SBI Nifty200 Momentum 30 Index Fund- Regular Plan- Growth,Equity,9.6924,0.0
153664,SBI Nifty200 Momentum 30 Index Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW),Debt,9.6924,0.0
153557,SBI Nifty200 Quality 30 Index Fund- Direct Plan- Income Distribution Cum Capital Withdrawal Option,Debt,10.3568,0.0
153556,SBI Nifty200 Quality 30 Index Fund- Regular Plan- Income Cum Distribution Withdrawal Option,Debt,10.3297,0.0
153555,SBI Nifty200 Quality 30 Index Fund-Direct Plan- Growth,Equity,10.3567,0.0
153554,SBI Nifty200 Quality 30 Index Fund-Regular Plan- Growth,Equity,10.3297,0.0
152370,SBI Nifty50 Equal Weight Index Fund - Direct Plan - Growth,Equity,12.3445,0.0
152371,SBI Nifty50 Equal Weight Index Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,Debt,12.3437,0.0
152372,SBI Nifty50 Equal Weight Index Fund - Regular Plan - Growth,Equity,12.2231,0.0
152373,SBI Nifty50 Equal Weight Index Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,Debt,12.223,0.0
149483,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option,Equity,188.69,0.0
149482,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option,Debt,82.891,0.0
149481,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth,Equity,178.6582,0.0
149480,Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal,Debt,78.4663,0.0
154066,Tata BSE Multicap Consumption 50:30:20 Index Fund - Direct Plan Growth Option,Equity,9.4818,0.0
154069,Tata BSE Multicap Consumption 50:30:20 Index Fund - Direct Plan IDCW Payout Option,Equity,9.4818,0.0
154068,Tata BSE Multicap Consumption 50:30:20 Index Fund - Direct Plan IDCW Reinvestment Option,Equity,9.4818,0.0
154064,Tata BSE Multicap Consumption 50:30:20 Index Fund - Regular Plan Growth Option,Equity,9.4736,0.0
154065,Tata BSE Multicap Consumption 50:30:20 Index Fund - Regular Plan IDCW Payout Option,Equity,9.4736,0.0
154067,Tata BSE Multicap Consumption 50:30:20 Index Fund - Regular Plan IDCW Reinvestment Option,Equity,9.4736,0.0
153420,Tata BSE Quality Index Fund Direct plan Growth Option,Equity,11.4239,0.0
153421,Tata BSE Quality Index Fund Direct plan IDCW Payout Option,Equity,11.4239,0.0
153422,Tata BSE Quality Index Fund Direct plan IDCW Reinvestment Option,Equity,11.4239,0.0
153425,Tata BSE Quality Index Fund Regular plan Growth Option,Equity,11.3495,0.0
153424,Tata BSE Quality Index Fund Regular plan IDCW Payout Option,Equity,11.3495,0.0
153423,Tata BSE Quality Index Fund Regular plan IDCW Reinvestment Option,Equity,11.3495,0.0
153132,Tata BSE Select Business Groups Index Fund - Direct Growth,Equity,10.424,0.0
153131,Tata BSE Select Business Groups Index Fund - Direct IDCW Payout,Equity,10.424,0.0
153135,Tata BSE Select Business Groups Index Fund - Direct IDCW Reinvestment,Equity,10.424,0.0
153134,Tata BSE Select Business Groups Index Fund - Regular Growth,Equity,10.3296,0.0
153133,Tata BSE Select Business Groups Index Fund - Regular IDCW Payout,Equity,10.3296,0.0
153136,Tata BSE Select Business Groups Index Fund - Regular IDCW Reinvestment,Equity,10.3296,0.0
119287,Tata S&P BSE Sensex Index Fund - Direct Plan,Equity,223.1102,0.0
101746,Tata S&P BSE Sensex Index Fund -Regular Plan,Equity,210.4686,0.0
150692,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,Debt,12.6521,0.0
150693,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT,Debt,12.6521,0.0
150697,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT,Debt,12.6521,0.0
150694,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,Debt,12.5452,0.0
150695,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT,Debt,12.5452,0.0
150696,TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT,Debt,12.5452,0.0
119288,Tata Nifty 50 Index Fund -Direct Plan,Equity,173.9869,0.0
101659,Tata Nifty 50 Index Fund -Regular Plan,Equity,160.1446,0.0
152557,Tata Nifty Auto Index Fund - Direct Plan - Growth,Equity,12.4653,0.0
152559,Tata Nifty Auto Index Fund - Direct Plan - IDCW payout,Equity,12.4653,0.0
152558,Tata Nifty Auto Index Fund - Direct Plan - IDCW Reinvestment,Equity,12.4653,0.0
152560,Tata Nifty Auto Index Fund - Regular Plan - Growth,Equity,12.3175,0.0
152561,Tata Nifty Auto Index Fund - Regular Plan - IDCW Payout,Equity,12.3175,0.0
152556,Tata Nifty Auto Index Fund - Regular Plan - IDCW Reinvestment,Equity,12.3175,0.0
152951,Tata Nifty Capital Markets Index Fund - Direct Plan Growth Option,Equity,12.9226,0.0
152953,Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Payout Option,Equity,12.9226,0.0
152952,Tata Nifty Capital Markets Index Fund - Direct Plan IDCW Reinvestment Option,Equity,12.9226,0.0
152954,Tata Nifty Capital Markets Index Fund - Regular Plan Growth Option,Equity,12.8164,0.0
152956,Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Payout Option,Equity,12.8164,0.0
152955,Tata Nifty Capital Markets Index Fund - Regular Plan IDCW Reinvestment Option,Equity,12.8164,0.0
152577,Tata Nifty Financial Services Index Fund - Direct Plan - Growth,Equity,12.9659,0.0
152579,Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Payout,Equity,12.9659,0.0
152578,Tata Nifty Financial Services Index Fund - Direct Plan - IDCW Reinvestment,Equity,12.9659,0.0
152574,Tata Nifty Financial Services Index Fund - Regular Plan - Growth,Equity,12.8124,0.0
152575,Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Payout,Equity,12.8124,0.0
152576,Tata Nifty Financial Services Index Fund - Regular Plan - IDCW Reinvestment,Equity,12.8124,0.0
151301,Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth,Equity,12.4572,0.0
151302,Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Payout,Equity,12.4572,0.0
151305,Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Reinvestment,Equity,12.4572,0.0
151306,Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-Growth,Equity,12.3313,0.0
151304,Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-IDCW Payout,Equity,12.3313,0.0
151303,Tata Nifty G SEc Dec 2026 Index Fund-Regular Plan-IDCW Reinvestment,Equity,12.3313,0.0
151273,Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth,Equity,12.7634,0.0
151274,Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Payout,Equity,12.7634,0.0
151278,Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Reinvestment,Equity,12.7634,0.0
151275,Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth,Equity,12.6306,0.0
151277,Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Payout,Equity,12.6306,0.0
151276,Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Reinvestment,Equity,12.6306,0.0
152742,Tata Nifty India Tourism Index Fund - Direct - Growth,Equity,9.0823,0.0
152744,Tata Nifty India Tourism Index Fund - Direct - IDCW Payout,Equity,9.0823,0.0
152743,Tata Nifty India Tourism Index Fund - Direct - IDCW Reinvestment,Equity,9.0823,0.0
152746,Tata Nifty India Tourism Index Fund - Regular - Growth,Equity,8.9858,0.0
152745,Tata Nifty India Tourism Index Fund - Regular - IDCW Payout,Equity,8.9858,0.0
152747,Tata Nifty India Tourism Index Fund - Regular - IDCW Reinvestment,Equity,8.9858,0.0
153581,Tata Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Equity,10.3863,0.0
153579,Tata Nifty Midcap 150 Index Fund - Direct Plan - IDCW Payout Option,Equity,10.3863,0.0
153577,Tata Nifty Midcap 150 Index Fund - Direct Plan - IDCW Reinvestment Option,Equity,10.3863,0.0
153580,Tata Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,Equity,10.3229,0.0
153582,Tata Nifty Midcap 150 Index Fund - Regular Plan - IDCW Payout Option,Equity,10.3229,0.0
153578,Tata Nifty Midcap 150 Index Fund - Regular Plan - IDCW Reinvestment Option,Equity,10.3229,0.0
150738,Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Direct Plan,Equity,18.0515,0.0
150741,Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan,Equity,17.6214,0.0
150740,Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Direct Plan,Equity,18.0515,0.0
150742,Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Regular Plan,Equity,17.6214,0.0
150739,Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Direct Plan,Equity,18.0515,0.0
150743,Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Reinvestment - Regular Plan,Equity,17.6214,0.0
152564,Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - Growth,Equity,12.3521,0.0
152565,Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Payout,Equity,12.3521,0.0
152566,Tata Nifty MidSmall Healthcare Index Fund - Direct Plan - IDCW Reinvestment,Equity,12.3521,0.0
152567,Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - Growth,Equity,12.2067,0.0
152562,Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Payout,Equity,12.2067,0.0
152563,Tata Nifty MidSmall Healthcare Index Fund - Regular Plan - IDCW Reinvestment,Equity,12.2067,0.0
153858,Tata Nifty Next 50 Index Fund - Direct Plan Growth Option,Equity,10.1088,0.0
153854,Tata Nifty Next 50 Index Fund - Direct Plan IDCW Payout Option,Equity,10.1088,0.0
153853,Tata Nifty Next 50 Index Fund - Direct Plan IDCW Reinvestment Option,Equity,10.1088,0.0
153855,Tata Nifty Next 50 Index Fund - Regular Plan Growth Option,Equity,10.0776,0.0
153857,Tata Nifty Next 50 Index Fund - Regular Plan IDCW Payout Option,Equity,10.0776,0.0
153856,Tata Nifty Next 50 Index Fund - Regular Plan IDCW Reinvestment Option,Equity,10.0776,0.0
152570,Tata Nifty Realty Index Fund - Direct Plan - Growth,Equity,8.3762,0.0
152571,Tata Nifty Realty Index Fund - Direct Plan - IDCW Payout,Equity,8.3762,0.0
152572,Tata Nifty Realty Index Fund - Direct Plan - IDCW Reinvestment,Equity,8.3762,0.0
152573,Tata Nifty Realty Index Fund - Regular Plan - Growth,Equity,8.2728,0.0
152568,Tata Nifty Realty Index Fund - Regular Plan - IDCW Payout,Equity,8.2728,0.0
152569,Tata Nifty Realty Index Fund - Regular Plan - IDCW Reinvestment,Equity,8.2728,0.0
150331,Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund -Regular Plan-IDCW Payout,Debt,12.8038,0.0
150326,Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund- Direct Plan-Growth,Debt,12.9385,0.0
150328,Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan- IDCW Reinvestment,Debt,12.9385,0.0
150327,Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Direct Plan-IDCW Payout,Debt,12.9385,0.0
150330,Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan -Growth,Debt,12.8038,0.0
150329,Tata Nifty SDL Plus AAA PSU Bond Dec 6040 Index Fund-Regular Plan- IDCW Reinvestment,Debt,12.8038,0.0
152837,Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Payout,Equity,8.4136,0.0
152833,Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Reinvestment,Equity,8.4136,0.0
152836,Tata Nifty200 Alpha 30 Index Fund - Direct -Growth,Equity,8.4136,0.0
152835,Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Payout,Equity,8.3328,0.0
152838,Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Reinvestment,Equity,8.3328,0.0
152834,Tata Nifty200 Alpha 30 Index Fund - Regular -Growth,Equity,8.3328,0.0
152588,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-Growth,Equity,11.5831,0.0
152589,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Payout,Equity,11.5831,0.0
152593,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Direct Plan-IDCW-Reinvestment,Equity,11.5831,0.0
152592,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan -IDCW-Reinvestment,Equity,11.4477,0.0
152590,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-Growth,Equity,11.4477,0.0
152591,Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund -Regular Plan-IDCW Payout,Equity,11.4477,0.0
152595,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - Growth,Equity,10.7193,0.0
152598,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Payout,Equity,10.7193,0.0
152594,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Direct Plan - IDCW Reinvestment,Equity,10.7193,0.0
152596,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - Growth,Equity,10.5894,0.0
152597,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Payout,Equity,10.5894,0.0
152599,Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan - IDCW Reinvestment,Equity,10.5894,0.0
118881,Taurus Nifty 50 Index Fund - Direct Plan - Growth,Equity,52.1254,0.0
118882,Taurus Nifty 50 Index Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Debt,48.7835,0.0
112948,Taurus Nifty 50 Index Fund - Regular Plan - Growth,Equity,48.8662,0.0
112949,Taurus Nifty 50 Index Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Debt,31.1562,0.0
143341,UTI Nifty Next 50 Index Fund - Direct Plan - Growth Option,Equity,25.4453,0.0
143340,UTI Nifty Next 50 Index Fund - Regular Plan - Growth Option,Equity,24.4894,0.0
151764,UTI BSE Housing Index Fund - Direct Plan - Growth Option,Equity,13.7563,0.0
151763,UTI BSE Housing Index Fund - Regular Plan - Growth Option,Equity,13.5935,0.0
149881,UTI BSE Low Volatility Index Fund - Direct Plan  - Growth Option,Equity,16.999,0.0
149880,UTI BSE Low Volatility Index Fund - Regular Plan - Growth Option,Equity,16.6902,0.0
149803,UTI BSE Sensex Index Fund - Direct Plan - Growth Option,Equity,15.042,0.0
149802,UTI BSE Sensex Index Fund - Regular Plan  -Growth Option,Equity,14.9832,0.0
151185,UTI CRISIL SDL Maturity April 2033 Index Fund - Direct Plan - Growth Option,Equity,12.6516,0.0
151184,UTI CRISIL SDL Maturity April 2033 Index Fund - Regular Plan - Growth Option,Equity,12.5512,0.0
151239,UTI CRISIL SDL Maturity June 2027 Index Fund - Direct Plan - Growth Option,Equity,12.5466,0.0
151238,UTI CRISIL SDL Maturity June 2027 Index Fund - Regular Plan - Growth Option,Equity,12.4516,0.0
148703,UTI Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth Option,Equity,21.1802,0.0
148704,UTI Nifty 200 Momentum 30 Index Fund - Regular Plan - Growth Option,Equity,20.6751,0.0
152859,UTI Nifty 200 Quality 30 Index Fund - Direct Plan - Growth Option,Equity,9.233,0.0
152858,UTI Nifty 200 Quality 30 Index Fund - Regular Plan - Growth Option,Equity,9.1654,0.0
120717,UTI Nifty 50 Index Fund - Direct Plan - IDCW,Equity,90.5923,0.0
120716,UTI Nifty 50 Index Fund - Growth Option- Direct,Equity,179.8129,0.0
100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option,Equity,177.2014,0.0
100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW,Equity,89.2738,0.0
151739,UTI Nifty 500 Value 50 Index Fund - Direct Plan - Growth Option,Equity,22.2164,0.0
151738,UTI Nifty 500 Value 50 Index Fund - Regular Plan - Growth Option,Equity,21.9272,0.0
153086,UTI Nifty Alpha Low-Volatility 30 Index Fund - Direct Plan - Growth Option,Equity,9.6877,0.0
153087,UTI Nifty Alpha Low-Volatility 30 Index Fund - Regular Plan - Growth Option,Equity,9.6276,0.0
153270,UTI Nifty India Manufacturing Index Fund - Direct Plan - Growth Option,Equity,11.9262,0.0
153271,UTI Nifty India Manufacturing Index Fund - Regular Plan - Growth Option,Equity,11.8699,0.0
153089,UTI Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Equity,10.4767,0.0
153088,UTI Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,Equity,10.4127,0.0
150313,UTI Nifty Midcap 150 Quality 50 Index Fund - Direct Plan - Growth Option,Equity,14.0377,0.0
150312,UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan - Growth Option,Equity,13.7941,0.0
153272,UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Direct Plan - Growth Option,Equity,10.8455,0.0
153273,UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund - Regular Plan - Growth Option,Equity,10.7901,0.0
152864,UTI Nifty Private Bank Index Fund - Direct Plan - Growth Option,Equity,10.7144,0.0
152865,UTI Nifty Private Bank Index Fund - Regular Plan - Growth Option,Equity,10.6368,0.0
151364,UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Direct Plan - Growth Option,Debt,12.3756,0.0
151363,UTI NIFTY SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund - Regular Plan - Growth Option,Debt,12.2849,0.0
151487,UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Direct Plan - Growth Option,Debt,12.5469,0.0
151488,UTI NIFTY SDL Plus AAA PSU Bond Apr 2028- 75:25 Index Fund - Regular Plan - Growth Option,Debt,12.466,0.0
151762,UTI Nifty50 Equal Weight Index Fund - Direct Plan - Growth Option,Equity,15.2969,0.0
151761,UTI Nifty50 Equal Weight Index Fund - Regular Plan - Growth Option,Equity,15.114,0.0
153932,Zerodha BSE SENSEX Index Fund,Equity,10.0416,0.0
152157,Zerodha ELSS Tax Saver Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option,Equity,14.2516,0.0
153906,Zerodha Nifty 50 Index Fund - Direct Plan - Growth,Equity,10.2221,0.0
152156,Zerodha Nifty LargeMidcap 250 Index Fund - Direct Plan - Growth option,Equity,14.2318,0.0
154109,Zerodha Nifty Short Duration G-Sec Index Fund - Direct Plan - Growth Option,Debt,1002.8093,0.0
153415,360 ONE Silver ETF,Other,258.3986,0.0
139581,Aditya Birla Sun Life BSE Sensex ETF,Equity,83.8233,0.0
152802,Aditya Birla Sun Life Crisil 10 Year Gilt ETF,Debt,109.7631,0.0
152732,ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,Debt,111.422,0.0
151533,Aditya Birla Sun Life CRISIL Liquid Overnight ETF - IDCW Daily Reinvestment with Weekly Payout,Debt,1000.0,0.0
150498,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Equity,30.941,0.0
150497,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Equity,21.9656,0.0
115512,Aditya Birla Sun Life Nifty 50 ETF,Equity,29.9368,0.0
147735,Aditya Birla Sun Life Nifty Bank ETF,Equity,61.3164,0.0
149262,Aditya Birla Sun Life Nifty Healthcare ETF,Equity,14.589,0.0
149293,Aditya Birla Sun Life Nifty IT ETF,Equity,41.7366,0.0
145881,Aditya Birla Sunlife Nifty Next 50 ETF,Equity,72.0403,0.0
152620,Aditya Birla Sun Life Nifty PSE ETF,Equity,10.5362,0.0
149779,Aditya Birla Sun Life Silver ETF,Other,262.1296,0.0
153451,ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH,Debt,1045.5154,0.0
153531,ANGEL ONE NIFTY 50 ETF,Equity,10.5462,0.0
153332,ANGEL ONE NIFTY TOTAL MARKET ETF,Equity,11.8383,0.0
153957,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 ETF,Equity,9.6359,0.0
151585,Axis BSE Sensex ETF,Equity,86.2627,0.0
141545,Axis Nifty 50 ETF,Equity,282.6503,0.0
148926,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Debt,13.2107,0.0
148559,Axis NIFTY Bank ETF,Equity,617.0202,0.0
148934,Axis NIFTY Healthcare ETF,Equity,144.4606,0.0
149156,Axis NIFTY India Consumption ETF,Equity,119.271,0.0
148799,Axis IT ETF,Other,422.4804,0.0
153414,Axis Nifty500 Value 50 ETF,Equity,32.6812,0.0
150610,Axis Silver ETF,Other,260.9485,0.0
152638,Bajaj Finserv Nifty 1D Rate Liquid ETF,Debt,1067.7859,0.0
152356,Bajaj Finserv Nifty 50 ETF,Equity,262.8564,0.0
152357,Bajaj Finserv Nifty Bank ETF,Equity,60.796,0.0
139840,BANDHAN BSE Sensex ETF,Equity,905.7846,0.0
139839,BANDHAN Nifty 50 ETF,Equity,282.2619,0.0
153929,Bandhan Silver ETF,Other,262.9165,0.0
152683,Baroda BNP Paribas Nifty Bank ETF,Equity,60.2955,0.0
152555,DSP BSE Liquid Rate ETF,Debt,1111.9539,0.0
